lettr,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
H,4,5,6,8,5,9,9,3,1,7,6,7,3,10,8,7
H,5,5,6,7,3,7,6,15,0,7,7,8,3,8,0,8
H,6,10,8,8,7,6,8,3,6,10,8,8,4,8,4,6
H,4,5,5,3,3,7,7,6,6,7,6,8,3,8,3,8
H,8,11,12,8,10,9,6,3,6,10,4,8,5,7,5,8
H,5,8,8,6,5,6,8,4,7,10,9,9,4,9,4,6
H,6,8,9,6,5,7,7,3,7,10,6,8,3,8,3,8
H,5,8,7,6,5,5,8,3,6,10,8,9,3,8,3,6
H,7,13,8,7,6,8,8,3,5,10,4,8,6,6,5,8
H,4,4,4,6,2,7,10,15,2,7,3,8,3,8,0,8
H,5,6,7,4,4,7,7,3,7,10,7,9,3,8,3,7
H,6,8,8,6,5,10,6,3,7,10,3,7,4,9,4,10
H,5,10,5,7,3,7,6,15,1,7,7,8,3,8,0,8
H,6,7,8,5,5,7,7,3,7,10,7,9,3,8,3,7
H,4,10,4,7,3,7,6,15,2,7,8,8,3,8,0,8
H,5,8,7,6,6,8,8,7,7,7,6,7,3,8,4,7
H,3,4,5,3,3,8,7,3,6,10,4,8,3,7,3,8
H,4,8,4,5,2,7,9,15,1,7,4,8,3,8,0,8
H,4,7,5,5,4,8,7,6,6,7,6,9,6,8,3,8
H,5,10,7,8,8,7,7,6,7,7,6,9,3,8,4,8
H,3,7,4,5,3,8,7,7,6,7,6,7,3,8,4,7
H,3,5,5,4,3,7,7,3,6,10,6,8,3,8,3,8
H,4,8,5,5,2,7,5,15,1,7,9,8,3,8,0,8
H,6,11,9,8,9,7,7,6,7,7,6,8,6,8,4,8
H,3,4,4,3,3,7,7,6,6,7,6,8,3,8,3,8
H,4,4,6,3,3,7,6,3,6,10,5,9,4,6,4,7
H,2,1,3,3,2,6,7,5,6,7,6,8,3,8,3,8
H,8,11,11,8,7,7,6,3,7,10,5,8,5,6,5,7
H,6,10,9,8,7,9,7,7,7,7,6,5,3,8,3,6
H,4,7,5,5,4,6,7,6,4,6,5,8,3,7,6,10
H,5,8,8,6,5,10,7,4,6,10,3,6,3,8,3,8
H,3,3,5,2,2,7,8,3,6,10,7,8,3,8,3,8
H,3,3,4,4,2,7,9,14,1,7,3,8,3,8,0,8
H,4,4,7,3,3,8,7,3,6,10,5,8,3,8,3,8
H,3,5,6,3,3,7,7,3,6,10,6,8,3,8,3,7
H,3,2,5,3,3,7,7,6,6,7,6,8,3,8,3,8
H,7,11,9,8,8,7,6,5,5,6,5,7,9,6,7,10
H,3,8,4,6,3,8,7,13,1,7,7,8,3,8,0,8
H,5,7,7,5,5,8,7,3,6,10,6,9,3,8,3,8
H,7,13,7,8,6,7,7,3,4,10,5,8,6,9,5,8
H,4,10,4,7,2,7,6,15,1,7,8,8,3,8,0,8
H,4,6,6,4,5,7,8,5,6,7,5,8,3,8,3,8
H,4,10,5,7,3,7,7,15,1,7,6,8,3,8,0,8
H,8,11,12,8,10,10,6,3,7,10,3,7,5,7,5,10
H,4,8,4,6,4,7,7,12,1,7,6,8,3,8,0,8
H,10,13,11,8,7,9,6,4,5,11,3,7,6,7,5,7
H,3,9,4,6,2,7,8,15,1,7,4,8,3,8,0,8
H,2,6,4,4,5,9,6,3,3,6,6,7,5,9,6,7
H,3,3,5,2,2,7,8,3,5,10,7,8,3,8,3,7
H,2,1,2,1,2,8,8,6,6,7,6,8,3,8,3,8
H,2,4,4,3,3,7,7,3,5,10,6,8,3,8,2,7
H,2,3,4,2,2,8,7,3,5,10,6,8,3,8,2,8
H,6,9,9,6,7,10,6,3,6,10,3,7,5,6,4,9
H,4,7,6,9,5,10,11,3,2,7,8,8,3,11,7,10
H,7,9,10,6,8,11,6,3,7,10,2,6,5,7,4,10
H,4,2,5,4,4,8,7,6,7,7,6,8,3,8,4,8
H,3,4,4,3,3,7,7,6,6,7,6,8,3,8,3,8
H,3,7,5,5,4,7,7,5,6,7,6,9,6,8,3,7
H,4,7,6,5,5,7,9,7,5,8,5,7,3,7,5,10
H,2,1,3,2,2,7,7,6,6,7,6,9,3,9,3,8
H,5,9,7,7,6,7,7,7,7,7,6,8,3,8,4,8
H,4,10,5,7,3,7,8,15,1,7,5,8,3,8,0,8
H,7,11,8,6,5,6,9,3,5,10,6,8,6,7,5,7
H,4,8,4,5,2,7,8,15,1,7,5,8,3,8,0,8
H,5,10,8,8,8,7,7,5,7,7,6,8,6,8,4,8
H,3,5,6,4,4,8,8,3,6,10,6,8,3,8,3,8
H,5,9,6,6,3,7,10,15,2,7,3,8,3,8,0,8
H,6,11,8,8,8,7,8,6,8,8,6,8,9,7,4,8
H,6,8,9,6,7,5,8,3,7,10,9,9,4,9,4,6
H,2,1,3,2,2,6,7,6,5,7,6,8,3,8,3,8
H,5,8,7,6,6,7,7,5,5,7,6,8,9,7,5,10
H,7,11,10,8,7,4,9,4,6,10,9,9,3,8,4,7
H,4,7,5,5,4,6,6,6,4,6,5,8,2,7,6,9
H,4,7,6,5,4,7,8,3,6,10,7,8,3,8,3,8
H,5,7,8,5,6,9,7,3,7,10,3,7,5,8,4,9
H,2,6,3,4,2,7,6,12,2,7,8,8,3,9,0,8
H,3,7,4,5,4,6,6,7,6,6,7,9,3,9,3,8
H,2,5,4,3,3,7,7,2,5,10,6,8,3,8,2,8
H,5,6,7,4,4,8,8,3,6,10,5,7,3,8,3,8
H,5,7,7,5,5,7,7,3,6,10,5,8,3,8,3,8
H,6,10,8,8,11,8,9,5,3,6,7,7,8,7,11,9
H,5,7,8,5,4,8,7,3,6,10,4,7,3,8,3,8
H,4,8,5,6,5,7,10,8,5,8,5,6,3,6,7,11
H,5,10,5,7,3,7,7,15,1,7,6,8,3,8,0,8
H,2,3,3,2,2,7,8,5,6,7,6,8,3,8,2,8
H,3,3,3,5,2,7,9,14,3,7,3,8,3,8,0,8
H,6,8,9,6,5,10,7,4,6,11,2,6,4,9,4,10
H,5,8,8,6,5,7,7,3,6,10,6,8,3,8,3,7
H,4,8,6,6,8,7,6,5,3,6,6,8,7,7,9,9
H,6,8,8,6,6,10,6,3,6,10,3,7,6,7,5,11
H,4,6,5,4,4,7,9,6,5,7,4,6,3,7,7,10
H,4,7,6,10,7,8,9,5,1,8,6,6,5,11,10,6
H,8,11,12,8,10,9,6,3,7,10,5,8,6,8,5,8
H,2,3,3,1,2,8,8,3,5,10,6,8,3,8,2,8
H,2,1,3,2,2,7,8,6,6,7,6,9,3,8,3,8
H,5,9,7,7,6,5,8,3,6,10,9,9,3,8,3,5
H,4,6,4,4,2,7,5,14,1,7,9,8,3,9,0,8
H,3,6,4,4,2,7,8,14,1,7,5,8,3,8,0,8
H,3,5,4,7,2,7,8,15,1,7,5,8,3,8,0,8
H,3,8,4,6,4,7,7,13,1,7,6,8,3,8,0,8
H,1,1,2,1,1,7,7,12,1,7,6,8,3,8,0,8
H,5,10,7,8,8,7,7,6,6,7,6,9,3,8,4,8
H,5,9,8,7,8,8,7,5,7,7,6,9,6,8,4,8
H,1,1,2,1,1,7,8,11,1,7,5,8,3,8,0,8
H,7,10,10,8,6,10,6,3,6,10,3,7,5,7,5,9
H,5,10,8,8,5,8,5,3,6,9,5,8,4,7,4,8
H,9,15,10,8,7,8,7,3,5,10,4,7,7,6,6,7
H,3,6,5,4,4,6,7,7,6,7,6,11,3,8,3,10
H,4,7,7,5,5,5,9,3,5,10,9,8,3,8,3,5
H,3,6,3,4,1,7,8,14,1,7,5,8,3,8,0,8
H,5,11,8,8,7,8,7,3,6,10,5,8,3,9,4,8
H,3,1,4,2,3,7,7,6,6,7,6,8,3,8,4,8
H,2,4,4,2,2,7,8,3,6,10,6,8,3,8,2,8
H,3,6,4,4,2,7,6,14,1,7,7,8,3,8,0,8
H,3,4,4,6,4,11,5,2,2,8,5,9,3,8,5,11
H,3,8,5,6,7,8,9,5,3,7,7,7,9,8,9,8
H,3,4,4,6,2,7,6,15,2,7,8,8,3,8,0,8
H,3,6,4,4,3,7,6,12,1,7,8,8,3,9,0,8
H,4,9,5,7,4,7,8,13,1,7,5,8,3,8,0,8
H,5,9,7,6,6,4,9,3,6,10,10,9,4,9,4,5
H,4,8,6,6,7,8,7,4,3,6,6,7,7,8,7,6
H,8,10,11,8,9,5,8,3,7,10,10,9,7,11,6,6
H,7,8,10,10,9,6,4,5,3,6,3,6,6,5,11,7
H,5,6,7,4,4,5,8,4,6,10,8,9,3,8,3,7
H,5,9,7,6,7,8,8,6,7,7,6,9,6,8,4,7
H,4,9,5,7,4,7,7,13,1,7,6,8,3,8,0,8
H,3,2,5,3,3,7,7,6,6,7,6,8,3,8,3,8
H,3,4,6,3,3,8,8,3,6,10,6,7,3,8,3,8
H,4,8,6,10,7,9,10,3,1,8,7,6,3,10,8,7
H,6,11,6,8,6,8,5,14,2,7,9,8,3,9,0,8
H,4,10,4,7,2,7,7,15,1,7,7,8,3,8,0,8
H,3,7,5,5,4,8,7,6,6,7,6,6,3,8,3,7
H,5,8,8,6,5,5,9,4,6,10,10,9,4,9,4,6
H,3,3,5,2,3,7,7,3,6,10,6,8,3,8,3,7
H,5,7,7,5,4,5,8,4,6,10,9,9,3,8,3,7
H,4,8,5,6,5,8,7,5,6,7,6,8,6,8,3,7
H,3,5,6,4,3,7,7,2,6,10,5,8,6,8,4,7
H,6,8,9,6,6,10,6,3,6,10,3,8,4,8,5,10
H,4,6,5,4,5,7,7,5,6,7,6,7,6,8,3,8
H,3,8,5,6,4,8,8,7,7,7,5,7,3,8,3,7
H,2,1,3,2,2,7,8,6,6,7,6,8,3,8,3,8
H,4,9,6,6,5,7,6,7,7,7,7,9,3,8,3,9
H,1,0,1,0,0,7,8,10,2,7,5,8,2,8,0,8
H,3,7,4,5,3,7,7,12,1,7,6,8,3,8,0,8
H,3,6,4,4,4,8,7,6,6,7,6,8,3,8,3,8
H,3,5,5,7,5,9,10,3,1,8,6,7,3,10,8,7
H,5,7,7,9,6,10,10,3,2,7,7,8,3,10,8,9
H,5,11,7,8,10,8,7,4,3,6,6,7,7,8,9,8
H,2,1,2,2,2,7,7,6,5,7,6,8,3,8,3,8
H,6,7,9,5,5,9,6,3,7,10,5,8,3,8,3,8
H,3,5,5,3,3,8,6,2,6,10,5,8,3,7,3,8
H,4,5,5,6,5,8,4,3,2,7,4,7,3,7,5,8
H,4,7,4,4,2,7,5,14,1,7,8,8,3,8,0,8
H,10,14,9,8,5,7,8,4,5,9,7,8,6,8,5,9
H,3,7,4,5,3,7,7,13,1,7,7,8,3,8,0,8
H,4,9,6,6,5,6,7,7,6,7,6,11,3,8,3,9
H,4,3,4,4,2,7,7,14,0,7,6,8,3,8,0,8
H,3,7,3,5,3,8,6,12,2,7,8,8,3,9,0,8
H,7,11,9,8,6,7,7,6,7,7,6,6,6,8,4,7
H,7,9,10,7,8,10,6,3,6,10,3,8,5,7,5,9
H,5,10,8,8,7,7,7,3,6,10,7,9,3,8,3,8
H,5,8,8,6,6,7,6,3,6,10,7,8,3,8,3,7
H,5,11,7,8,10,8,6,4,4,6,6,7,8,6,8,6
H,2,0,2,0,0,7,8,11,1,7,5,8,3,8,0,8
H,6,9,9,7,8,6,8,3,6,10,7,8,3,8,3,7
H,7,10,10,7,9,9,7,3,6,10,4,7,3,8,3,9
H,4,7,6,5,8,8,7,4,3,6,6,7,7,8,8,8
H,6,11,8,8,8,6,8,8,4,7,5,7,3,7,7,10
H,5,9,8,7,7,5,9,3,6,10,9,9,3,9,4,6
H,4,7,6,5,4,10,5,4,6,10,2,7,3,8,3,9
H,4,9,4,7,4,7,8,13,1,7,5,8,3,8,0,8
H,2,3,4,1,2,7,7,3,5,10,6,8,3,8,3,8
H,5,9,5,5,4,7,8,3,4,10,6,8,6,8,4,8
H,3,3,4,2,2,7,7,6,6,7,6,8,3,8,3,8
H,3,7,5,5,4,8,7,6,6,7,6,9,6,8,3,8
P,6,8,8,6,4,9,8,4,7,12,4,5,4,8,5,8
P,3,5,4,4,2,6,10,6,4,9,7,2,1,10,4,6
P,6,6,8,8,9,6,9,5,3,8,8,6,6,12,5,7
P,4,8,5,6,2,4,15,8,1,12,6,2,0,9,4,8
P,2,3,4,2,2,7,9,3,4,12,5,4,1,10,2,8
P,9,13,8,7,4,8,7,5,5,11,3,6,5,9,4,8
P,4,7,6,9,7,6,8,5,2,8,7,6,9,12,7,8
P,4,5,4,8,2,3,12,9,2,10,6,3,1,10,4,8
P,2,4,4,3,2,7,9,4,3,11,4,4,1,10,3,8
P,4,9,6,6,4,5,10,6,5,10,8,3,1,10,4,6
P,4,9,6,7,3,6,13,5,2,12,5,1,1,10,3,8
P,2,4,3,3,1,5,11,4,4,10,8,3,0,10,3,6
P,3,4,3,6,2,3,14,8,2,12,7,3,0,10,4,8
P,4,8,4,6,2,4,12,8,2,10,6,3,1,10,4,8
P,4,6,5,4,4,6,7,6,4,7,6,8,2,9,7,10
P,3,9,4,6,2,5,9,10,5,8,6,5,2,9,4,8
P,1,0,2,0,0,5,11,6,1,9,6,5,1,9,3,8
P,4,7,4,4,2,4,12,8,2,10,6,4,1,10,4,8
P,4,7,6,5,4,6,12,5,3,12,5,1,1,10,3,8
P,3,6,5,9,7,8,13,3,1,9,8,6,4,11,2,7
P,3,3,4,5,2,4,12,9,2,10,6,4,1,10,4,8
P,4,10,6,8,6,7,7,8,4,8,6,7,3,9,7,9
P,2,1,2,1,1,5,11,8,1,9,5,4,1,9,3,8
P,1,3,3,2,1,7,9,3,4,12,5,4,1,9,2,9
P,6,7,8,9,10,9,9,3,3,6,9,6,6,10,7,4
P,2,3,3,2,1,7,9,3,4,13,5,4,0,9,2,9
P,6,9,8,7,6,8,9,4,4,12,5,4,1,10,3,8
P,7,11,9,8,7,9,7,2,6,11,4,6,4,8,4,9
P,4,8,6,6,5,6,7,5,4,7,6,9,5,8,6,10
P,4,11,6,8,6,6,10,4,5,10,9,4,4,10,4,7
P,4,9,6,6,3,4,13,5,4,13,6,2,0,9,4,7
P,2,4,4,3,2,6,10,3,4,12,5,3,1,10,2,8
P,5,10,7,8,6,7,10,5,4,12,5,3,1,10,3,8
P,5,10,6,7,3,4,12,9,2,10,6,4,1,10,4,8
P,4,9,4,6,2,3,13,8,2,11,7,3,1,10,4,8
P,3,6,5,8,7,8,9,5,0,8,7,6,5,10,5,8
P,8,12,7,6,3,7,9,6,4,13,4,5,4,10,4,8
P,2,3,2,1,1,6,10,5,4,9,7,4,1,9,3,7
P,2,4,3,3,2,6,10,5,4,9,7,2,1,10,4,6
P,4,8,6,6,4,9,8,2,6,13,5,6,1,10,2,9
P,7,8,9,10,11,8,8,3,3,7,8,7,7,11,7,7
P,6,9,5,4,2,6,10,5,3,11,5,5,5,9,4,8
P,5,11,6,8,3,4,11,10,3,9,6,4,2,10,4,8
P,6,11,9,8,5,8,10,7,5,10,4,3,3,10,4,8
P,6,9,8,7,4,9,9,3,6,14,4,3,1,10,3,9
P,5,10,7,7,6,7,10,5,3,11,5,3,1,10,3,8
P,2,6,3,4,1,4,13,8,2,11,6,3,1,10,3,8
P,8,11,7,6,4,8,9,4,4,12,4,4,4,10,5,7
P,4,9,6,7,5,7,10,4,4,12,5,3,1,10,3,8
P,1,3,3,2,1,6,10,3,3,12,6,4,0,9,2,8
P,6,11,6,8,6,5,11,9,3,9,5,4,1,10,3,8
P,4,8,5,6,4,7,9,8,4,8,6,3,3,10,3,6
P,6,11,5,6,3,5,11,5,3,13,6,4,4,10,4,8
P,5,10,7,8,4,10,7,4,6,12,3,4,2,9,3,9
P,3,5,5,4,2,7,10,4,4,13,5,2,1,10,2,8
P,5,8,7,6,5,9,7,2,5,13,4,6,2,9,3,9
P,4,9,4,6,2,5,11,10,3,10,6,4,1,10,4,8
P,4,6,6,4,3,8,10,3,5,13,4,3,1,10,3,9
P,5,8,7,6,5,8,10,5,4,11,4,3,1,10,3,8
P,4,11,6,9,6,7,9,5,5,9,8,3,2,10,4,6
P,4,6,5,4,4,7,9,3,6,8,8,4,1,10,4,7
P,4,9,6,6,4,7,9,3,4,12,5,4,2,9,3,8
P,1,1,2,2,1,5,10,4,4,10,8,4,1,9,3,7
P,3,7,4,4,2,4,13,8,1,11,6,3,1,10,4,8
P,3,5,6,4,3,8,10,3,4,12,4,3,1,10,3,8
P,6,10,6,7,3,4,14,8,1,11,6,3,1,10,4,8
P,6,11,9,8,6,6,12,4,4,13,6,3,1,10,3,8
P,7,10,9,8,7,6,8,8,5,8,7,9,3,9,8,9
P,6,7,8,10,9,7,9,4,2,7,8,7,6,11,6,5
P,5,9,5,7,5,5,10,8,3,8,5,5,1,9,6,6
P,5,8,7,10,10,7,8,4,3,7,7,7,6,11,5,6
P,9,14,8,8,4,9,8,7,5,13,3,5,5,10,4,8
P,4,8,5,6,3,7,10,2,7,14,6,4,0,10,2,9
P,4,11,4,8,2,3,14,8,2,12,7,3,0,10,4,8
P,6,6,8,8,8,6,11,2,3,8,9,6,5,10,5,6
P,12,13,9,8,4,7,9,6,4,12,3,4,5,10,5,8
P,6,9,9,7,5,8,11,8,5,10,4,3,2,10,5,7
P,5,7,7,5,4,6,11,7,2,11,5,3,1,10,3,8
P,4,5,5,4,3,5,10,4,5,10,8,3,1,10,4,6
P,4,5,4,7,2,4,12,9,2,10,6,4,1,10,4,8
P,4,6,5,4,3,7,11,5,3,12,5,2,1,10,3,8
P,2,1,2,2,1,5,9,3,4,9,8,4,1,9,3,7
P,1,1,2,1,1,5,11,7,2,10,6,4,1,9,3,8
P,12,14,10,8,4,8,9,6,5,14,3,4,5,10,5,8
P,2,7,4,5,3,4,11,5,4,11,8,4,1,10,3,7
P,4,7,5,5,4,5,11,8,3,10,7,3,2,11,3,7
P,5,6,5,8,3,3,14,8,1,11,7,2,0,10,4,8
P,5,9,6,7,5,7,9,5,6,9,8,4,5,10,5,7
P,7,11,9,8,6,8,9,2,6,14,6,5,3,10,4,9
P,3,9,5,7,5,6,9,4,5,9,8,4,1,10,4,7
P,2,3,3,2,1,6,10,5,4,9,7,3,1,10,4,6
P,3,9,4,6,2,5,10,10,3,9,6,4,2,10,4,8
P,3,7,3,5,2,4,12,8,2,10,6,4,1,10,3,8
P,3,6,5,4,4,6,9,5,4,9,7,4,1,10,3,7
P,3,4,5,2,2,8,10,4,3,11,4,3,1,10,2,8
P,4,9,4,6,4,3,14,6,1,12,7,3,0,9,3,8
P,11,15,9,8,4,7,9,6,5,13,3,4,5,10,4,8
P,4,8,6,6,3,6,11,5,4,12,5,3,1,10,3,8
P,7,15,7,8,5,6,11,3,5,13,6,3,3,9,5,5
P,4,8,6,11,10,9,6,6,2,7,6,7,7,9,8,11
P,5,10,8,8,5,8,9,5,5,12,4,3,2,10,4,8
P,3,6,4,4,2,4,14,8,1,11,6,3,0,10,4,8
P,1,0,1,0,0,5,11,6,1,9,6,5,0,9,3,8
P,3,7,5,10,8,7,12,4,1,9,8,5,4,11,4,8
P,4,9,6,7,5,7,7,7,4,8,6,8,3,9,7,9
P,4,5,4,7,2,3,13,8,1,11,6,3,1,10,4,8
P,3,5,5,3,3,8,10,3,4,12,4,2,1,10,3,8
P,2,3,4,2,2,7,10,3,4,12,4,3,1,10,2,8
P,4,9,4,4,3,9,8,4,3,11,5,5,4,11,5,7
P,5,11,7,8,5,5,12,5,5,11,8,2,1,10,4,6
P,3,2,4,3,3,5,10,4,5,10,8,4,1,10,4,7
P,1,0,1,0,0,5,11,6,1,9,6,5,0,9,3,8
P,3,3,4,4,2,4,13,8,1,11,6,3,1,10,4,8
P,3,6,4,4,2,5,12,7,3,12,6,3,1,10,4,7
P,6,11,5,6,3,8,7,5,3,12,3,6,5,9,4,8
P,8,12,8,6,5,9,8,4,5,13,4,4,4,10,6,8
P,8,11,6,6,3,7,10,5,3,12,4,4,5,10,4,8
P,3,4,5,3,2,7,10,3,4,12,4,2,1,10,2,8
P,2,1,3,1,1,5,9,4,4,9,7,4,1,9,3,7
P,6,9,5,4,2,5,11,5,3,13,5,4,4,9,3,8
P,4,8,6,11,10,7,9,6,0,8,6,6,7,12,8,9
P,2,6,3,4,1,4,11,8,2,10,6,4,1,10,3,8
P,6,12,5,6,4,9,8,4,4,12,4,4,4,11,5,7
P,3,2,4,3,3,6,9,4,4,9,7,4,1,10,4,7
P,5,4,5,6,2,4,13,8,1,10,6,3,1,10,4,8
P,5,7,6,9,8,7,8,4,3,7,7,7,7,12,6,7
P,4,10,5,8,5,6,9,6,5,9,7,4,5,10,4,7
P,4,6,5,8,8,8,9,5,0,8,7,6,5,10,5,9
P,4,6,6,4,4,9,7,2,6,13,5,6,1,10,3,10
P,4,8,6,6,4,6,9,7,6,9,7,4,2,10,4,6
P,1,1,2,1,1,5,11,8,2,9,6,4,1,9,3,8
P,3,4,5,6,5,8,9,3,2,7,8,6,5,10,5,5
P,5,10,8,8,6,8,10,4,5,13,5,3,1,10,3,8
P,5,9,7,6,6,5,10,5,5,10,8,3,1,10,3,7
P,4,5,5,7,6,8,9,3,2,7,8,6,5,11,5,4
P,6,10,5,5,3,6,10,6,2,11,5,5,4,10,4,8
P,7,10,9,8,7,6,11,5,4,12,5,3,1,10,4,9
P,4,8,6,6,3,6,11,3,6,14,7,3,0,9,2,8
P,4,6,6,4,4,8,5,7,5,6,5,7,3,8,4,9
P,3,3,4,4,2,5,11,9,3,9,6,5,1,10,4,8
P,5,11,7,8,4,7,10,5,5,12,5,3,1,10,3,8
P,6,9,6,4,4,8,8,5,3,10,5,6,5,10,5,6
P,2,6,3,4,2,5,10,9,4,9,6,5,2,9,3,8
P,6,10,8,8,6,8,9,3,5,13,5,3,1,10,3,9
P,4,7,5,5,2,7,10,3,5,14,5,3,0,10,3,8
P,2,3,4,2,2,7,10,3,4,12,4,3,1,10,2,8
P,2,4,4,3,2,7,9,3,4,12,5,4,1,9,3,8
P,5,11,7,8,5,8,8,1,6,13,6,5,1,9,3,9
P,7,11,9,8,8,6,8,7,4,8,7,9,3,9,7,9
P,3,4,4,6,6,8,9,4,0,8,7,7,5,9,5,7
P,3,9,4,7,3,5,11,9,2,10,6,4,1,10,3,7
P,5,8,7,6,6,8,9,6,4,10,4,4,3,11,4,9
P,3,1,4,3,2,5,10,3,5,9,8,4,3,10,3,7
P,2,3,4,1,1,8,9,3,4,12,4,3,1,9,2,9
P,2,3,4,2,2,7,10,4,3,11,5,3,1,9,2,8
P,5,11,7,8,6,7,7,7,5,8,7,8,2,9,7,9
P,5,10,7,8,7,6,9,5,5,9,7,3,2,10,4,6
P,3,8,4,6,2,3,14,8,1,11,7,3,1,10,4,8
P,3,7,5,11,8,8,9,5,0,8,6,6,5,11,6,9
P,4,9,6,7,4,7,10,4,4,12,5,3,1,10,3,8
P,4,9,5,7,5,5,8,6,4,8,7,9,3,8,7,10
P,4,10,5,7,2,3,13,8,2,11,7,3,1,10,4,8
P,2,4,2,2,1,6,10,5,4,9,7,4,1,10,3,7
P,2,4,3,3,1,7,9,3,4,12,5,3,1,10,2,8
P,2,1,3,2,2,6,9,4,4,9,8,5,1,10,3,7
P,7,10,9,8,6,7,10,4,4,12,5,3,1,10,3,8
P,5,9,7,7,5,7,11,6,3,11,5,2,2,11,3,8
P,1,0,1,0,0,5,10,6,1,9,6,5,0,9,2,8
P,1,1,1,1,0,5,11,7,2,9,6,4,1,9,3,8
P,2,1,2,1,1,5,11,7,2,9,6,4,1,9,3,8
P,7,11,10,8,7,7,11,5,4,12,5,2,1,10,3,8
P,3,8,4,6,3,5,10,5,5,10,8,4,1,10,4,7
P,2,4,4,3,2,7,9,4,3,11,4,4,1,10,2,8
P,3,4,5,6,6,8,9,5,0,8,6,6,5,9,5,8
P,10,13,9,8,6,9,8,4,5,13,4,4,5,10,6,7
P,6,9,8,6,5,9,8,5,6,12,4,4,5,9,5,7
P,3,6,4,4,3,3,13,5,1,11,7,4,0,9,3,8
P,4,9,6,6,4,7,9,4,4,12,5,3,1,10,3,8
P,5,10,7,7,6,7,7,8,4,7,6,7,3,9,8,9
P,3,1,4,2,2,5,10,4,4,10,8,4,1,10,3,7
P,3,6,4,4,2,5,11,9,3,9,6,5,1,10,4,8
P,4,8,4,5,2,5,10,9,5,9,6,5,2,10,4,8
P,8,14,7,8,4,5,10,6,3,12,5,4,4,10,4,8
P,2,4,4,3,2,7,11,5,2,11,5,3,1,10,2,9
P,4,8,5,6,4,5,11,4,6,11,9,4,4,10,4,7
P,7,12,6,7,4,7,10,3,5,13,5,3,3,11,5,6
P,2,7,3,4,1,3,13,8,2,11,7,3,0,9,3,8
P,4,8,6,11,10,8,9,4,0,8,7,6,8,10,6,8
P,9,10,7,5,3,6,11,6,2,11,5,5,4,10,4,8
P,3,7,3,4,2,4,12,8,2,10,6,4,1,10,4,8
P,4,9,5,6,2,4,12,9,2,10,6,4,1,10,4,8
P,2,4,3,2,2,5,10,4,4,10,8,4,1,10,3,7
P,3,9,4,7,4,4,12,7,2,10,7,4,1,10,3,8
P,2,6,2,4,2,3,13,5,1,11,7,4,0,9,2,7
P,7,11,9,8,5,6,11,4,6,14,6,2,0,10,3,9
P,5,11,6,8,3,4,12,9,2,10,6,4,1,10,4,8
P,4,6,4,8,2,3,13,8,2,11,7,3,1,10,4,8
P,10,15,9,8,6,8,9,4,4,12,4,3,5,10,6,6
P,3,8,3,6,2,5,9,10,5,8,6,5,2,9,4,8
P,2,7,3,4,1,3,13,8,2,11,7,3,0,10,3,8
P,2,1,3,2,2,5,10,4,4,9,7,4,1,9,3,7
P,4,5,5,7,6,9,7,4,3,6,7,8,6,11,5,4
P,4,7,5,5,2,6,14,5,3,12,5,1,0,10,3,7
P,5,5,7,6,7,7,8,4,3,8,8,6,6,11,5,5
P,2,3,3,1,1,5,9,4,4,9,8,5,1,9,3,7
P,5,5,7,8,8,7,6,4,3,7,7,7,7,11,5,6
P,6,10,8,8,6,7,10,4,4,13,6,3,1,10,3,8
P,3,3,5,2,2,7,10,3,4,12,4,3,1,10,3,8
P,5,8,6,10,8,9,9,2,3,6,9,6,9,11,7,5
P,4,9,5,6,4,5,11,8,2,9,5,4,1,10,3,7
P,3,4,3,5,2,4,11,8,3,10,6,4,1,10,3,8
P,7,13,6,7,4,10,7,4,5,13,3,4,4,10,6,8
P,2,1,2,2,1,5,11,4,3,10,8,3,0,9,3,7
P,7,10,6,5,3,5,11,5,2,12,5,4,4,9,4,8
P,4,5,4,8,2,3,13,8,2,11,7,3,1,10,4,8
P,6,9,9,7,4,7,10,2,7,14,5,3,3,8,4,8
P,4,7,5,5,3,9,8,3,5,12,4,4,2,9,3,9
P,4,8,6,6,5,4,11,4,5,11,9,5,0,10,3,7
P,3,4,3,3,2,5,10,4,4,10,8,4,1,10,3,7
P,6,7,8,9,10,9,9,3,2,6,8,7,6,10,6,4
P,5,4,6,6,7,8,8,3,3,6,8,7,5,10,5,5
P,5,9,6,6,3,5,12,9,2,10,6,4,1,10,4,8
P,4,6,5,4,3,5,11,5,5,11,8,3,0,10,4,6
P,9,14,9,8,6,9,7,4,5,13,4,4,5,9,7,8
P,6,10,8,8,6,8,10,5,4,11,4,3,1,10,3,8
P,3,5,5,4,2,7,12,4,3,12,4,1,1,10,3,8
P,4,6,6,9,8,6,13,5,1,10,8,5,4,11,4,9
P,4,5,6,7,7,6,8,5,3,7,7,6,7,12,6,9
P,4,7,6,5,3,5,12,6,3,12,5,2,1,10,3,8
P,3,6,3,4,2,4,12,7,1,10,6,4,1,10,3,8
P,3,5,5,4,2,7,10,5,3,11,4,3,1,10,3,8
P,1,1,1,1,0,5,11,7,1,10,6,4,1,9,3,8
P,5,9,7,7,6,9,8,4,5,11,4,4,2,9,4,8
P,7,10,6,5,4,10,7,4,4,12,4,5,4,11,5,9
